Epoch,Training Loss,Validation Loss,Learning Rate
538,7.501094318571544,7.409152053651356,0.00028448351427234414
539,7.553221028948587,7.210746693232703,0.0002418109871314925
540,7.407492289467464,7.100583608188327,0.0002418109871314925
541,7.4168564932686945,7.312410456793649,0.0002418109871314925
542,7.570351918538411,7.140384257785858,0.0002418109871314925
543,7.371529193151565,7.347319158296736,0.0002418109871314925
544,7.532483592865959,7.077405360009935,0.0002418109871314925
545,7.5817544725206165,6.979942618854462,0.0002418109871314925
546,7.595584135206919,7.288532041368031,0.0002418109871314925
547,7.659774454813155,7.092840966724214,0.0002418109871314925
548,7.3495577479165695,7.374229484134251,0.0002418109871314925
549,7.445425639076839,7.242237810104612,0.0002418109871314925
550,7.438532329740978,7.022965900481693,0.0002418109871314925
551,7.493106175982763,7.1341745323605,0.0002418109871314925
552,7.587669221181718,7.057011335615128,0.0002418109871314925
553,7.599606400444394,7.477640598539322,0.0002418109871314925
554,7.316470002371167,7.183125859215146,0.0002418109871314925
555,7.5774691748240635,6.847846455044216,0.0002418109871314925
556,7.529524939400809,7.317996566257779,0.0002418109871314925
557,7.376333009629023,7.204447210781158,0.0002418109871314925
558,7.670845917293003,7.418737638564337,0.0002418109871314925
559,7.5878974596659345,7.189357250455826,0.0002418109871314925
560,7.5507179820348345,7.099103420499771,0.0002418109871314925
561,7.495116733369374,7.400286806954278,0.0002418109871314925
562,7.3589501229543535,7.144804311177087,0.0002418109871314925
563,7.1981079464867,7.126512892662533,0.0002418109871314925
564,7.495559684813968,6.99588105792091,0.0002418109871314925
565,7.389776638575962,7.155306203024728,0.0002418109871314925
566,7.372165210663327,7.14494750613258,0.0002418109871314925
567,7.44633792695545,7.438320345348782,0.0002418109871314925
568,7.340966716645256,7.50980391956511,0.0002418109871314925
569,7.372590299636599,7.209309680121286,0.0002418109871314925
570,7.48997896436661,6.993318958887978,0.0002418109871314925
571,7.522705509549096,7.135669772587125,0.00020553933906176862
572,7.368534428732736,7.073712787930927,0.00020553933906176862
573,7.297539975908068,7.025080563530089,0.00020553933906176862
574,7.293619087764195,7.044660176549639,0.00020553933906176862
575,7.561918281373524,7.0775791349865145,0.00020553933906176862
576,7.3239973234751865,7.309408176512945,0.00020553933906176862
577,7.306814723544651,7.142493319889856,0.00020553933906176862
578,7.563977143121144,7.043515807106381,0.00020553933906176862
579,7.190358199770489,7.05757342822968,0.00020553933906176862
580,7.269951404087127,7.129252728961763,0.00020553933906176862
581,7.314804432884095,6.970436017664652,0.00020553933906176862
582,7.274185051993718,6.910388322103591,0.00020553933906176862
583,7.487220907968188,7.000629084450858,0.00020553933906176862
584,7.339492616199312,7.116016329280914,0.00020553933906176862
585,7.276607210673983,7.316099708042447,0.00020553933906176862
586,7.097441711123028,7.175456955319359,0.00020553933906176862
587,7.317150380876329,7.103793666476295,0.00017470843820250332
588,7.405866123381115,7.129021118557643,0.00017470843820250332
589,7.380346086290148,7.174177283332462,0.00017470843820250332
590,7.236833617800758,7.163939411678012,0.00017470843820250332
591,7.480979480440655,7.233973067904276,0.00017470843820250332
592,7.423219272068569,7.091652904238019,0.00017470843820250332
593,7.252412016429599,7.059909059887841,0.00017470843820250332
594,7.269185459803021,7.029611473991757,0.00017470843820250332
595,7.423348025670127,6.9826336654405745,0.00017470843820250332
596,7.267321329268198,7.179711097762699,0.00017470843820250332
597,7.268676152304997,6.845684030699352,0.00017470843820250332
598,7.31746300439986,7.230305915787106,0.00017470843820250332
599,7.4137440333290705,7.055650217192514,0.00017470843820250332
600,7.281744934263683,7.002373422895159,0.00017470843820250332
